Provincias;Nivel de ingresos mensuales netos del hogar;Tamaño del municipio;Tipo de dispositivo de energía renovable;Total
Zamora;3.000 euros o más;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;145
Zamora;3.000 euros o más;Total;Combinación de varios tipos de dispositivos;.
Zamora;3.000 euros o más;Total;No dispone de dispositivo de energía renovable;5.633
Zamora;3.000 euros o más;Total;Total;5.812
Zamora;3.000 euros o más;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;.
Zamora;3.000 euros o más;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;.
Zamora;3.000 euros o más;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;.
Zamora;3.000 euros o más;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;2.251
Zamora;3.000 euros o más;De 50.000 habitantes o menos;Total;2.350
Zamora;3.000 euros o más;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;.
Zamora;3.000 euros o más;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;.
Zamora;3.000 euros o más;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;.
Zamora;3.000 euros o más;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;3.382
Zamora;3.000 euros o más;Más de 50.000 habitantes;Total;3.462
Zaragoza;Total;Total;Un único tipo de dispositivo: Energía solar térmica;14.863
Zaragoza;Total;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;10.534
Zaragoza;Total;Total;Combinación de varios tipos de dispositivos;1.077
Zaragoza;Total;Total;No dispone de dispositivo de energía renovable;366.490
Zaragoza;Total;Total;Total;392.964
Zaragoza;Total;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;913
Zaragoza;Total;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;2.658
Zaragoza;Total;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;.
Zaragoza;Total;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;114.882
Zaragoza;Total;De 50.000 habitantes o menos;Total;118.549
Zaragoza;Total;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;13.950
Zaragoza;Total;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;7.876
Zaragoza;Total;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;981
Zaragoza;Total;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;251.608
Zaragoza;Total;Más de 50.000 habitantes;Total;274.415
Zaragoza;Menos de 1.000 euros;Total;Un único tipo de dispositivo: Energía solar térmica;1.000
Zaragoza;Menos de 1.000 euros;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;1.123
Zaragoza;Menos de 1.000 euros;Total;Combinación de varios tipos de dispositivos;.
Zaragoza;Menos de 1.000 euros;Total;No dispone de dispositivo de energía renovable;77.451
Zaragoza;Menos de 1.000 euros;Total;Total;79.831
Zaragoza;Menos de 1.000 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;.
Zaragoza;Menos de 1.000 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;547
Zaragoza;Menos de 1.000 euros;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;.
Zaragoza;Menos de 1.000 euros;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;31.302
Zaragoza;Menos de 1.000 euros;De 50.000 habitantes o menos;Total;31.849
Zaragoza;Menos de 1.000 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;1.000
Zaragoza;Menos de 1.000 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;576
Zaragoza;Menos de 1.000 euros;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;.
Zaragoza;Menos de 1.000 euros;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;46.148
Zaragoza;Menos de 1.000 euros;Más de 50.000 habitantes;Total;47.982
Zaragoza;De 1.000 euros a menos de 1.500 euros;Total;Un único tipo de dispositivo: Energía solar térmica;2.816
Zaragoza;De 1.000 euros a menos de 1.500 euros;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;2.724
Zaragoza;De 1.000 euros a menos de 1.500 euros;Total;Combinación de varios tipos de dispositivos;.
Zaragoza;De 1.000 euros a menos de 1.500 euros;Total;No dispone de dispositivo de energía renovable;79.823
Zaragoza;De 1.000 euros a menos de 1.500 euros;Total;Total;85.459
Zaragoza;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;.
Zaragoza;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;939
Zaragoza;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;.
Zaragoza;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;27.767
Zaragoza;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;Total;28.706
Zaragoza;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;2.816
Zaragoza;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;1.784
Zaragoza;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;.
Zaragoza;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;52.057
Zaragoza;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;Total;56.753
Zaragoza;De 1.500 euros a menos de 2.000 euros;Total;Un único tipo de dispositivo: Energía solar térmica;2.126
Zaragoza;De 1.500 euros a menos de 2.000 euros;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;1.724
Zaragoza;De 1.500 euros a menos de 2.000 euros;Total;Combinación de varios tipos de dispositivos;.
Zaragoza;De 1.500 euros a menos de 2.000 euros;Total;No dispone de dispositivo de energía renovable;64.790
Zaragoza;De 1.500 euros a menos de 2.000 euros;Total;Total;68.783
Zaragoza;De 1.500 euros a menos de 2.000 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;.
Zaragoza;De 1.500 euros a menos de 2.000 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;350
Zaragoza;De 1.500 euros a menos de 2.000 euros;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;.
Zaragoza;De 1.500 euros a menos de 2.000 euros;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;18.397
Zaragoza;De 1.500 euros a menos de 2.000 euros;De 50.000 habitantes o menos;Total;18.746
Zaragoza;De 1.500 euros a menos de 2.000 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;2.126
Zaragoza;De 1.500 euros a menos de 2.000 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;1.374
Zaragoza;De 1.500 euros a menos de 2.000 euros;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;.
Zaragoza;De 1.500 euros a menos de 2.000 euros;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;46.394
Zaragoza;De 1.500 euros a menos de 2.000 euros;Más de 50.000 habitantes;Total;50.037
Zaragoza;De 2.000 euros a menos de 3.000 euros;Total;Un único tipo de dispositivo: Energía solar térmica;4.858
Zaragoza;De 2.000 euros a menos de 3.000 euros;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;3.112
Zaragoza;De 2.000 euros a menos de 3.000 euros;Total;Combinación de varios tipos de dispositivos;.
Zaragoza;De 2.000 euros a menos de 3.000 euros;Total;No dispone de dispositivo de energía renovable;90.471
Zaragoza;De 2.000 euros a menos de 3.000 euros;Total;Total;98.558
Zaragoza;De 2.000 euros a menos de 3.000 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;630
Zaragoza;De 2.000 euros a menos de 3.000 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;745
Zaragoza;De 2.000 euros a menos de 3.000 euros;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;.
Zaragoza;De 2.000 euros a menos de 3.000 euros;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;26.540
Zaragoza;De 2.000 euros a menos de 3.000 euros;De 50.000 habitantes o menos;Total;27.916
Zaragoza;De 2.000 euros a menos de 3.000 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;4.228
Zaragoza;De 2.000 euros a menos de 3.000 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;2.367
Zaragoza;De 2.000 euros a menos de 3.000 euros;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;.
Zaragoza;De 2.000 euros a menos de 3.000 euros;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;63.931
Zaragoza;De 2.000 euros a menos de 3.000 euros;Más de 50.000 habitantes;Total;70.642
Zaragoza;3.000 euros o más;Total;Un único tipo de dispositivo: Energía solar térmica;4.062
Zaragoza;3.000 euros o más;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;1.851
Zaragoza;3.000 euros o más;Total;Combinación de varios tipos de dispositivos;465
Zaragoza;3.000 euros o más;Total;No dispone de dispositivo de energía renovable;53.955
Zaragoza;3.000 euros o más;Total;Total;60.332
Zaragoza;3.000 euros o más;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;282
Zaragoza;3.000 euros o más;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;.
Zaragoza;3.000 euros o más;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;.
Zaragoza;3.000 euros o más;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;10.876
Zaragoza;3.000 euros o más;De 50.000 habitantes o menos;Total;11.332
Zaragoza;3.000 euros o más;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;3.780
Zaragoza;3.000 euros o más;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;1.773
Zaragoza;3.000 euros o más;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;369
Zaragoza;3.000 euros o más;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;43.079
Zaragoza;3.000 euros o más;Más de 50.000 habitantes;Total;49.000
Ceuta;Total;Total;Un único tipo de dispositivo: Energía solar térmica;810
Ceuta;Total;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;191
Ceuta;Total;Total;Combinación de varios tipos de dispositivos;.
Ceuta;Total;Total;No dispone de dispositivo de energía renovable;26.052
Ceuta;Total;Total;Total;27.070
Ceuta;Total;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;0
Ceuta;Total;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;0
Ceuta;Total;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;0
Ceuta;Total;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;0
Ceuta;Total;De 50.000 habitantes o menos;Total;0
Ceuta;Total;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;810
Ceuta;Total;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;191
Ceuta;Total;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;.
Ceuta;Total;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;26.052
Ceuta;Total;Más de 50.000 habitantes;Total;27.070
Ceuta;Menos de 1.000 euros;Total;Un único tipo de dispositivo: Energía solar térmica;155
Ceuta;Menos de 1.000 euros;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;32
Ceuta;Menos de 1.000 euros;Total;Combinación de varios tipos de dispositivos;.
Ceuta;Menos de 1.000 euros;Total;No dispone de dispositivo de energía renovable;6.485
Ceuta;Menos de 1.000 euros;Total;Total;6.690
Ceuta;Menos de 1.000 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;0
Ceuta;Menos de 1.000 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;0
Ceuta;Menos de 1.000 euros;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;0
Ceuta;Menos de 1.000 euros;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;0
Ceuta;Menos de 1.000 euros;De 50.000 habitantes o menos;Total;0
Ceuta;Menos de 1.000 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;155
Ceuta;Menos de 1.000 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;32
Ceuta;Menos de 1.000 euros;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;.
Ceuta;Menos de 1.000 euros;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;6.485
Ceuta;Menos de 1.000 euros;Más de 50.000 habitantes;Total;6.690
Ceuta;De 1.000 euros a menos de 1.500 euros;Total;Un único tipo de dispositivo: Energía solar térmica;90
Ceuta;De 1.000 euros a menos de 1.500 euros;Total;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;33
Ceuta;De 1.000 euros a menos de 1.500 euros;Total;Combinación de varios tipos de dispositivos;.
Ceuta;De 1.000 euros a menos de 1.500 euros;Total;No dispone de dispositivo de energía renovable;5.609
Ceuta;De 1.000 euros a menos de 1.500 euros;Total;Total;5.732
Ceuta;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar térmica;0
Ceuta;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;0
Ceuta;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;Combinación de varios tipos de dispositivos;0
Ceuta;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;No dispone de dispositivo de energía renovable;0
Ceuta;De 1.000 euros a menos de 1.500 euros;De 50.000 habitantes o menos;Total;0
Ceuta;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar térmica;90
Ceuta;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;Un único tipo de dispositivo: Energía solar fotovoltaica, eólica, biomasa, etc.;33
Ceuta;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;Combinación de varios tipos de dispositivos;.
Ceuta;De 1.000 euros a menos de 1.500 euros;Más de 50.000 habitantes;No dispone de dispositivo de energía renovable;5.609
