Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Españoles/Extranjeros;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;01 Andalucía;;Total;De 80 a 84 años  ;Total;1 de enero de 2018;216.408
Total Nacional;01 Andalucía;;Total;De 80 a 84 años  ;Total;1 de enero de 2017;220.123
Total Nacional;01 Andalucía;;Total;De 80 a 84 años  ;Total;1 de enero de 2016;217.959
Total Nacional;01 Andalucía;;Total;De 80 a 84 años  ;Total;1 de enero de 2015;216.837
Total Nacional;01 Andalucía;;Total;De 85 a 89 años  ;Total;1 de enero de 2022;144.390
Total Nacional;01 Andalucía;;Total;De 85 a 89 años  ;Total;1 de enero de 2021;142.406
Total Nacional;01 Andalucía;;Total;De 85 a 89 años  ;Total;1 de enero de 2020;141.605
Total Nacional;01 Andalucía;;Total;De 85 a 89 años  ;Total;1 de enero de 2019;138.644
Total Nacional;01 Andalucía;;Total;De 85 a 89 años  ;Total;1 de enero de 2018;133.680
Total Nacional;01 Andalucía;;Total;De 85 a 89 años  ;Total;1 de enero de 2017;127.583
Total Nacional;01 Andalucía;;Total;De 85 a 89 años  ;Total;1 de enero de 2016;122.463
Total Nacional;01 Andalucía;;Total;De 85 a 89 años  ;Total;1 de enero de 2015;117.580
Total Nacional;01 Andalucía;;Total;De 90 a 94 años  ;Total;1 de enero de 2022;59.384
Total Nacional;01 Andalucía;;Total;De 90 a 94 años  ;Total;1 de enero de 2021;56.879
Total Nacional;01 Andalucía;;Total;De 90 a 94 años  ;Total;1 de enero de 2020;54.558
Total Nacional;01 Andalucía;;Total;De 90 a 94 años  ;Total;1 de enero de 2019;51.101
Total Nacional;01 Andalucía;;Total;De 90 a 94 años  ;Total;1 de enero de 2018;48.065
Total Nacional;01 Andalucía;;Total;De 90 a 94 años  ;Total;1 de enero de 2017;46.681
Total Nacional;01 Andalucía;;Total;De 90 a 94 años  ;Total;1 de enero de 2016;44.704
Total Nacional;01 Andalucía;;Total;De 90 a 94 años  ;Total;1 de enero de 2015;43.562
Total Nacional;01 Andalucía;;Total;De 95 a 99 años  ;Total;1 de enero de 2022;13.172
Total Nacional;01 Andalucía;;Total;De 95 a 99 años  ;Total;1 de enero de 2021;12.656
Total Nacional;01 Andalucía;;Total;De 95 a 99 años  ;Total;1 de enero de 2020;12.289
Total Nacional;01 Andalucía;;Total;De 95 a 99 años  ;Total;1 de enero de 2019;11.459
Total Nacional;01 Andalucía;;Total;De 95 a 99 años  ;Total;1 de enero de 2018;10.763
Total Nacional;01 Andalucía;;Total;De 95 a 99 años  ;Total;1 de enero de 2017;10.027
Total Nacional;01 Andalucía;;Total;De 95 a 99 años  ;Total;1 de enero de 2016;9.479
Total Nacional;01 Andalucía;;Total;De 95 a 99 años  ;Total;1 de enero de 2015;8.989
Total Nacional;01 Andalucía;;Total;100 y más años;Total;1 de enero de 2022;2.925
Total Nacional;01 Andalucía;;Total;100 y más años;Total;1 de enero de 2021;2.758
Total Nacional;01 Andalucía;;Total;100 y más años;Total;1 de enero de 2020;2.597
Total Nacional;01 Andalucía;;Total;100 y más años;Total;1 de enero de 2019;2.406
Total Nacional;01 Andalucía;;Total;100 y más años;Total;1 de enero de 2018;2.260
Total Nacional;01 Andalucía;;Total;100 y más años;Total;1 de enero de 2017;2.252
Total Nacional;01 Andalucía;;Total;100 y más años;Total;1 de enero de 2016;2.134
Total Nacional;01 Andalucía;;Total;100 y más años;Total;1 de enero de 2015;2.093
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;1 de enero de 2022;740.534
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;1 de enero de 2021;731.792
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;1 de enero de 2020;727.945
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;1 de enero de 2019;716.820
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;1 de enero de 2018;709.340
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;1 de enero de 2017;706.672
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;1 de enero de 2016;704.297
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;1 de enero de 2015;701.211
Total Nacional;01 Andalucía;04 Almería;Total;De 0 a 4 años;Total;1 de enero de 2022;36.360
Total Nacional;01 Andalucía;04 Almería;Total;De 0 a 4 años;Total;1 de enero de 2021;37.167
Total Nacional;01 Andalucía;04 Almería;Total;De 0 a 4 años;Total;1 de enero de 2020;38.335
Total Nacional;01 Andalucía;04 Almería;Total;De 0 a 4 años;Total;1 de enero de 2019;38.417
Total Nacional;01 Andalucía;04 Almería;Total;De 0 a 4 años;Total;1 de enero de 2018;38.666
Total Nacional;01 Andalucía;04 Almería;Total;De 0 a 4 años;Total;1 de enero de 2017;38.983
Total Nacional;01 Andalucía;04 Almería;Total;De 0 a 4 años;Total;1 de enero de 2016;39.376
Total Nacional;01 Andalucía;04 Almería;Total;De 0 a 4 años;Total;1 de enero de 2015;39.682
Total Nacional;01 Andalucía;04 Almería;Total;De 5 a 9 años;Total;1 de enero de 2022;41.033
Total Nacional;01 Andalucía;04 Almería;Total;De 5 a 9 años;Total;1 de enero de 2021;40.984
Total Nacional;01 Andalucía;04 Almería;Total;De 5 a 9 años;Total;1 de enero de 2020;41.293
Total Nacional;01 Andalucía;04 Almería;Total;De 5 a 9 años;Total;1 de enero de 2019;41.227
Total Nacional;01 Andalucía;04 Almería;Total;De 5 a 9 años;Total;1 de enero de 2018;42.203
Total Nacional;01 Andalucía;04 Almería;Total;De 5 a 9 años;Total;1 de enero de 2017;42.658
Total Nacional;01 Andalucía;04 Almería;Total;De 5 a 9 años;Total;1 de enero de 2016;43.115
Total Nacional;01 Andalucía;04 Almería;Total;De 5 a 9 años;Total;1 de enero de 2015;42.717
Total Nacional;01 Andalucía;04 Almería;Total;De 10 a 14 años  ;Total;1 de enero de 2022;43.411
Total Nacional;01 Andalucía;04 Almería;Total;De 10 a 14 años  ;Total;1 de enero de 2021;43.251
Total Nacional;01 Andalucía;04 Almería;Total;De 10 a 14 años  ;Total;1 de enero de 2020;42.830
Total Nacional;01 Andalucía;04 Almería;Total;De 10 a 14 años  ;Total;1 de enero de 2019;42.042
Total Nacional;01 Andalucía;04 Almería;Total;De 10 a 14 años  ;Total;1 de enero de 2018;40.449
Total Nacional;01 Andalucía;04 Almería;Total;De 10 a 14 años  ;Total;1 de enero de 2017;39.467
Total Nacional;01 Andalucía;04 Almería;Total;De 10 a 14 años  ;Total;1 de enero de 2016;38.570
Total Nacional;01 Andalucía;04 Almería;Total;De 10 a 14 años  ;Total;1 de enero de 2015;37.887
Total Nacional;01 Andalucía;04 Almería;Total;De 15 a 19 años  ;Total;1 de enero de 2022;40.722
Total Nacional;01 Andalucía;04 Almería;Total;De 15 a 19 años  ;Total;1 de enero de 2021;39.473
Total Nacional;01 Andalucía;04 Almería;Total;De 15 a 19 años  ;Total;1 de enero de 2020;38.850
Total Nacional;01 Andalucía;04 Almería;Total;De 15 a 19 años  ;Total;1 de enero de 2019;38.051
Total Nacional;01 Andalucía;04 Almería;Total;De 15 a 19 años  ;Total;1 de enero de 2018;37.389
Total Nacional;01 Andalucía;04 Almería;Total;De 15 a 19 años  ;Total;1 de enero de 2017;37.127
Total Nacional;01 Andalucía;04 Almería;Total;De 15 a 19 años  ;Total;1 de enero de 2016;36.885
Total Nacional;01 Andalucía;04 Almería;Total;De 15 a 19 años  ;Total;1 de enero de 2015;36.747
Total Nacional;01 Andalucía;04 Almería;Total;De 20 a 24 años;Total;1 de enero de 2022;41.532
Total Nacional;01 Andalucía;04 Almería;Total;De 20 a 24 años;Total;1 de enero de 2021;40.666
Total Nacional;01 Andalucía;04 Almería;Total;De 20 a 24 años;Total;1 de enero de 2020;40.582
Total Nacional;01 Andalucía;04 Almería;Total;De 20 a 24 años;Total;1 de enero de 2019;39.787
Total Nacional;01 Andalucía;04 Almería;Total;De 20 a 24 años;Total;1 de enero de 2018;39.294
Total Nacional;01 Andalucía;04 Almería;Total;De 20 a 24 años;Total;1 de enero de 2017;39.734
Total Nacional;01 Andalucía;04 Almería;Total;De 20 a 24 años;Total;1 de enero de 2016;40.363
Total Nacional;01 Andalucía;04 Almería;Total;De 20 a 24 años;Total;1 de enero de 2015;41.331
Total Nacional;01 Andalucía;04 Almería;Total;De 25 a 29 años;Total;1 de enero de 2022;44.748
Total Nacional;01 Andalucía;04 Almería;Total;De 25 a 29 años;Total;1 de enero de 2021;44.346
Total Nacional;01 Andalucía;04 Almería;Total;De 25 a 29 años;Total;1 de enero de 2020;45.425
Total Nacional;01 Andalucía;04 Almería;Total;De 25 a 29 años;Total;1 de enero de 2019;45.323
Total Nacional;01 Andalucía;04 Almería;Total;De 25 a 29 años;Total;1 de enero de 2018;45.553
Total Nacional;01 Andalucía;04 Almería;Total;De 25 a 29 años;Total;1 de enero de 2017;46.300
Total Nacional;01 Andalucía;04 Almería;Total;De 25 a 29 años;Total;1 de enero de 2016;47.399
Total Nacional;01 Andalucía;04 Almería;Total;De 25 a 29 años;Total;1 de enero de 2015;48.132
Total Nacional;01 Andalucía;04 Almería;Total;De 30 a 34 años;Total;1 de enero de 2022;50.076
Total Nacional;01 Andalucía;04 Almería;Total;De 30 a 34 años;Total;1 de enero de 2021;50.086
Total Nacional;01 Andalucía;04 Almería;Total;De 30 a 34 años;Total;1 de enero de 2020;50.636
Total Nacional;01 Andalucía;04 Almería;Total;De 30 a 34 años;Total;1 de enero de 2019;50.893
Total Nacional;01 Andalucía;04 Almería;Total;De 30 a 34 años;Total;1 de enero de 2018;51.287
Total Nacional;01 Andalucía;04 Almería;Total;De 30 a 34 años;Total;1 de enero de 2017;53.203
Total Nacional;01 Andalucía;04 Almería;Total;De 30 a 34 años;Total;1 de enero de 2016;55.419
Total Nacional;01 Andalucía;04 Almería;Total;De 30 a 34 años;Total;1 de enero de 2015;57.820
Total Nacional;01 Andalucía;04 Almería;Total;De 35 a 39 años;Total;1 de enero de 2022;55.142
Total Nacional;01 Andalucía;04 Almería;Total;De 35 a 39 años;Total;1 de enero de 2021;56.381
Total Nacional;01 Andalucía;04 Almería;Total;De 35 a 39 años;Total;1 de enero de 2020;58.567
Total Nacional;01 Andalucía;04 Almería;Total;De 35 a 39 años;Total;1 de enero de 2019;59.858
Total Nacional;01 Andalucía;04 Almería;Total;De 35 a 39 años;Total;1 de enero de 2018;61.638
Total Nacional;01 Andalucía;04 Almería;Total;De 35 a 39 años;Total;1 de enero de 2017;63.475
Total Nacional;01 Andalucía;04 Almería;Total;De 35 a 39 años;Total;1 de enero de 2016;64.840
Total Nacional;01 Andalucía;04 Almería;Total;De 35 a 39 años;Total;1 de enero de 2015;64.956
Total Nacional;01 Andalucía;04 Almería;Total;De 40 a 44 años;Total;1 de enero de 2022;63.406
Total Nacional;01 Andalucía;04 Almería;Total;De 40 a 44 años;Total;1 de enero de 2021;63.851
Total Nacional;01 Andalucía;04 Almería;Total;De 40 a 44 años;Total;1 de enero de 2020;64.157
Total Nacional;01 Andalucía;04 Almería;Total;De 40 a 44 años;Total;1 de enero de 2019;63.258
Total Nacional;01 Andalucía;04 Almería;Total;De 40 a 44 años;Total;1 de enero de 2018;62.351
Total Nacional;01 Andalucía;04 Almería;Total;De 40 a 44 años;Total;1 de enero de 2017;61.615
Total Nacional;01 Andalucía;04 Almería;Total;De 40 a 44 años;Total;1 de enero de 2016;60.193
Total Nacional;01 Andalucía;04 Almería;Total;De 40 a 44 años;Total;1 de enero de 2015;58.780
Total Nacional;01 Andalucía;04 Almería;Total;De 45 a 49 años;Total;1 de enero de 2022;60.897
Total Nacional;01 Andalucía;04 Almería;Total;De 45 a 49 años;Total;1 de enero de 2021;59.025
Total Nacional;01 Andalucía;04 Almería;Total;De 45 a 49 años;Total;1 de enero de 2020;57.623
Total Nacional;01 Andalucía;04 Almería;Total;De 45 a 49 años;Total;1 de enero de 2019;56.379
Total Nacional;01 Andalucía;04 Almería;Total;De 45 a 49 años;Total;1 de enero de 2018;55.690
Total Nacional;01 Andalucía;04 Almería;Total;De 45 a 49 años;Total;1 de enero de 2017;55.247
Total Nacional;01 Andalucía;04 Almería;Total;De 45 a 49 años;Total;1 de enero de 2016;54.700
Total Nacional;01 Andalucía;04 Almería;Total;De 45 a 49 años;Total;1 de enero de 2015;54.227
Total Nacional;01 Andalucía;04 Almería;Total;De 50 a 54 años;Total;1 de enero de 2022;54.931
Total Nacional;01 Andalucía;04 Almería;Total;De 50 a 54 años;Total;1 de enero de 2021;54.302
Total Nacional;01 Andalucía;04 Almería;Total;De 50 a 54 años;Total;1 de enero de 2020;53.469
Total Nacional;01 Andalucía;04 Almería;Total;De 50 a 54 años;Total;1 de enero de 2019;52.510
Total Nacional;01 Andalucía;04 Almería;Total;De 50 a 54 años;Total;1 de enero de 2018;51.455
Total Nacional;01 Andalucía;04 Almería;Total;De 50 a 54 años;Total;1 de enero de 2017;50.048
Total Nacional;01 Andalucía;04 Almería;Total;De 50 a 54 años;Total;1 de enero de 2016;48.792
Total Nacional;01 Andalucía;04 Almería;Total;De 50 a 54 años;Total;1 de enero de 2015;47.818
Total Nacional;01 Andalucía;04 Almería;Total;De 55 a 59 años;Total;1 de enero de 2022;50.288
Total Nacional;01 Andalucía;04 Almería;Total;De 55 a 59 años;Total;1 de enero de 2021;48.694
Total Nacional;01 Andalucía;04 Almería;Total;De 55 a 59 años;Total;1 de enero de 2020;47.309
Total Nacional;01 Andalucía;04 Almería;Total;De 55 a 59 años;Total;1 de enero de 2019;45.545
Total Nacional;01 Andalucía;04 Almería;Total;De 55 a 59 años;Total;1 de enero de 2018;44.324
Total Nacional;01 Andalucía;04 Almería;Total;De 55 a 59 años;Total;1 de enero de 2017;43.496
Total Nacional;01 Andalucía;04 Almería;Total;De 55 a 59 años;Total;1 de enero de 2016;42.021
Total Nacional;01 Andalucía;04 Almería;Total;De 55 a 59 años;Total;1 de enero de 2015;40.438
Total Nacional;01 Andalucía;04 Almería;Total;De 60 a 64 años;Total;1 de enero de 2022;43.964
Total Nacional;01 Andalucía;04 Almería;Total;De 60 a 64 años;Total;1 de enero de 2021;42.253
Total Nacional;01 Andalucía;04 Almería;Total;De 60 a 64 años;Total;1 de enero de 2020;40.188
Total Nacional;01 Andalucía;04 Almería;Total;De 60 a 64 años;Total;1 de enero de 2019;37.965
Total Nacional;01 Andalucía;04 Almería;Total;De 60 a 64 años;Total;1 de enero de 2018;35.946
Total Nacional;01 Andalucía;04 Almería;Total;De 60 a 64 años;Total;1 de enero de 2017;34.459
Total Nacional;01 Andalucía;04 Almería;Total;De 60 a 64 años;Total;1 de enero de 2016;33.715
Total Nacional;01 Andalucía;04 Almería;Total;De 60 a 64 años;Total;1 de enero de 2015;32.787
Total Nacional;01 Andalucía;04 Almería;Total;De 65 a 69 años;Total;1 de enero de 2022;34.626
Total Nacional;01 Andalucía;04 Almería;Total;De 65 a 69 años;Total;1 de enero de 2021;33.687
Total Nacional;01 Andalucía;04 Almería;Total;De 65 a 69 años;Total;1 de enero de 2020;32.382
Total Nacional;01 Andalucía;04 Almería;Total;De 65 a 69 años;Total;1 de enero de 2019;31.486
Total Nacional;01 Andalucía;04 Almería;Total;De 65 a 69 años;Total;1 de enero de 2018;31.102
Total Nacional;01 Andalucía;04 Almería;Total;De 65 a 69 años;Total;1 de enero de 2017;30.476
Total Nacional;01 Andalucía;04 Almería;Total;De 65 a 69 años;Total;1 de enero de 2016;29.929
Total Nacional;01 Andalucía;04 Almería;Total;De 65 a 69 años;Total;1 de enero de 2015;29.881
Total Nacional;01 Andalucía;04 Almería;Total;De 70 a 74 años  ;Total;1 de enero de 2022;28.748
Total Nacional;01 Andalucía;04 Almería;Total;De 70 a 74 años  ;Total;1 de enero de 2021;28.071
Total Nacional;01 Andalucía;04 Almería;Total;De 70 a 74 años  ;Total;1 de enero de 2020;27.753
Total Nacional;01 Andalucía;04 Almería;Total;De 70 a 74 años  ;Total;1 de enero de 2019;26.796
Total Nacional;01 Andalucía;04 Almería;Total;De 70 a 74 años  ;Total;1 de enero de 2018;25.541
Total Nacional;01 Andalucía;04 Almería;Total;De 70 a 74 años  ;Total;1 de enero de 2017;24.193
Total Nacional;01 Andalucía;04 Almería;Total;De 70 a 74 años  ;Total;1 de enero de 2016;22.888
Total Nacional;01 Andalucía;04 Almería;Total;De 70 a 74 años  ;Total;1 de enero de 2015;22.789
Total Nacional;01 Andalucía;04 Almería;Total;De 75 a 79 años  ;Total;1 de enero de 2022;21.359
Total Nacional;01 Andalucía;04 Almería;Total;De 75 a 79 años  ;Total;1 de enero de 2021;19.985
Total Nacional;01 Andalucía;04 Almería;Total;De 75 a 79 años  ;Total;1 de enero de 2020;19.780
Total Nacional;01 Andalucía;04 Almería;Total;De 75 a 79 años  ;Total;1 de enero de 2019;18.182
Total Nacional;01 Andalucía;04 Almería;Total;De 75 a 79 años  ;Total;1 de enero de 2018;17.343
Total Nacional;01 Andalucía;04 Almería;Total;De 75 a 79 años  ;Total;1 de enero de 2017;17.490
Total Nacional;01 Andalucía;04 Almería;Total;De 75 a 79 años  ;Total;1 de enero de 2016;18.209
Total Nacional;01 Andalucía;04 Almería;Total;De 75 a 79 años  ;Total;1 de enero de 2015;17.912
Total Nacional;01 Andalucía;04 Almería;Total;De 80 a 84 años  ;Total;1 de enero de 2022;13.834
Total Nacional;01 Andalucía;04 Almería;Total;De 80 a 84 años  ;Total;1 de enero de 2021;14.388
Total Nacional;01 Andalucía;04 Almería;Total;De 80 a 84 años  ;Total;1 de enero de 2020;13.975
Total Nacional;01 Andalucía;04 Almería;Total;De 80 a 84 años  ;Total;1 de enero de 2019;14.951
Total Nacional;01 Andalucía;04 Almería;Total;De 80 a 84 años  ;Total;1 de enero de 2018;15.393
Total Nacional;01 Andalucía;04 Almería;Total;De 80 a 84 años  ;Total;1 de enero de 2017;15.452
Total Nacional;01 Andalucía;04 Almería;Total;De 80 a 84 años  ;Total;1 de enero de 2016;15.246
Total Nacional;01 Andalucía;04 Almería;Total;De 80 a 84 años  ;Total;1 de enero de 2015;15.097
Total Nacional;01 Andalucía;04 Almería;Total;De 85 a 89 años  ;Total;1 de enero de 2022;10.096
Total Nacional;01 Andalucía;04 Almería;Total;De 85 a 89 años  ;Total;1 de enero de 2021;9.982
Total Nacional;01 Andalucía;04 Almería;Total;De 85 a 89 años  ;Total;1 de enero de 2020;9.821
Total Nacional;01 Andalucía;04 Almería;Total;De 85 a 89 años  ;Total;1 de enero de 2019;9.459
Total Nacional;01 Andalucía;04 Almería;Total;De 85 a 89 años  ;Total;1 de enero de 2018;9.225
Total Nacional;01 Andalucía;04 Almería;Total;De 85 a 89 años  ;Total;1 de enero de 2017;8.976
Total Nacional;01 Andalucía;04 Almería;Total;De 85 a 89 años  ;Total;1 de enero de 2016;8.641
Total Nacional;01 Andalucía;04 Almería;Total;De 85 a 89 años  ;Total;1 de enero de 2015;8.440
Total Nacional;01 Andalucía;04 Almería;Total;De 90 a 94 años  ;Total;1 de enero de 2022;4.146
Total Nacional;01 Andalucía;04 Almería;Total;De 90 a 94 años  ;Total;1 de enero de 2021;4.031
Total Nacional;01 Andalucía;04 Almería;Total;De 90 a 94 años  ;Total;1 de enero de 2020;3.925
Total Nacional;01 Andalucía;04 Almería;Total;De 90 a 94 años  ;Total;1 de enero de 2019;3.718
Total Nacional;01 Andalucía;04 Almería;Total;De 90 a 94 años  ;Total;1 de enero de 2018;3.595
Total Nacional;01 Andalucía;04 Almería;Total;De 90 a 94 años  ;Total;1 de enero de 2017;3.456
Total Nacional;01 Andalucía;04 Almería;Total;De 90 a 94 años  ;Total;1 de enero de 2016;3.237
Total Nacional;01 Andalucía;04 Almería;Total;De 90 a 94 años  ;Total;1 de enero de 2015;3.022
Total Nacional;01 Andalucía;04 Almería;Total;De 95 a 99 años  ;Total;1 de enero de 2022;1.000
Total Nacional;01 Andalucía;04 Almería;Total;De 95 a 99 años  ;Total;1 de enero de 2021;967
Total Nacional;01 Andalucía;04 Almería;Total;De 95 a 99 años  ;Total;1 de enero de 2020;852
Total Nacional;01 Andalucía;04 Almería;Total;De 95 a 99 años  ;Total;1 de enero de 2019;798
Total Nacional;01 Andalucía;04 Almería;Total;De 95 a 99 años  ;Total;1 de enero de 2018;742
Total Nacional;01 Andalucía;04 Almería;Total;De 95 a 99 años  ;Total;1 de enero de 2017;666
Total Nacional;01 Andalucía;04 Almería;Total;De 95 a 99 años  ;Total;1 de enero de 2016;599
Total Nacional;01 Andalucía;04 Almería;Total;De 95 a 99 años  ;Total;1 de enero de 2015;598
Total Nacional;01 Andalucía;04 Almería;Total;100 y más años;Total;1 de enero de 2022;215
Total Nacional;01 Andalucía;04 Almería;Total;100 y más años;Total;1 de enero de 2021;202
Total Nacional;01 Andalucía;04 Almería;Total;100 y más años;Total;1 de enero de 2020;193
