Provincias;Tipo de núcleo familiar;Número de hijos;Total
Sevilla;Total;0 hijos conviviendo menores de 25 años;264.726
Sevilla;Total;1 hijo conviviendo menor de 25 años;137.332
Sevilla;Total;2 hijos o más conviviendo menores de 25 años;169.239
Sevilla;Total;Total;571.297
Sevilla;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;131.590
Sevilla;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;111.258
Sevilla;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;157.470
Sevilla;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;192.169
Sevilla;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;81.551
Sevilla;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;126.598
Sevilla;Pareja casada, con o sin hijos convivientes;Total;400.317
Sevilla;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;30.567
Sevilla;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;20.458
Sevilla;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;18.226
Sevilla;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;30.965
Sevilla;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;20.179
Sevilla;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;18.107
Sevilla;Pareja no casada, con o sin hijos convivientes;Total;69.250
Sevilla;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Sevilla;Padre sólo con hijos convivientes;1 hijo conviviendo;9.836
Sevilla;Padre sólo con hijos convivientes;2 o más hijos conviviendo;5.675
Sevilla;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;5.271
Sevilla;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;6.883
Sevilla;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;3.357
Sevilla;Padre sólo con hijos convivientes;Total;15.511
Sevilla;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Sevilla;Madre sóla con hijos convivientes;1 hijo conviviendo;55.729
Sevilla;Madre sóla con hijos convivientes;2 o más hijos conviviendo;30.490
Sevilla;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;36.322
Sevilla;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;28.719
Sevilla;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;21.178
Sevilla;Madre sóla con hijos convivientes;Total;86.219
Soria;Total;0 hijos conviviendo;8.552
Soria;Total;1 hijo conviviendo;8.284
Soria;Total;2 o más hijos conviviendo;7.751
Soria;Total;0 hijos conviviendo menores de 25 años;13.606
Soria;Total;1 hijo conviviendo menor de 25 años;5.155
Soria;Total;2 hijos o más conviviendo menores de 25 años;5.826
Soria;Total;Total;24.587
Soria;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;7.328
Soria;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;4.833
Soria;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;5.469
Soria;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;10.132
Soria;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;3.377
Soria;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;4.121
Soria;Pareja casada, con o sin hijos convivientes;Total;17.630
Soria;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;1.224
Soria;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;781
Soria;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;1.173
Soria;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;1.297
Soria;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;762
Soria;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.120
Soria;Pareja no casada, con o sin hijos convivientes;Total;3.178
Soria;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Soria;Padre sólo con hijos convivientes;1 hijo conviviendo;582
Soria;Padre sólo con hijos convivientes;2 o más hijos conviviendo;419
Soria;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;557
Soria;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;306
Soria;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;139
Soria;Padre sólo con hijos convivientes;Total;1.001
Soria;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Soria;Madre sóla con hijos convivientes;1 hijo conviviendo;2.087
Soria;Madre sóla con hijos convivientes;2 o más hijos conviviendo;690
Soria;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;1.620
Soria;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;711
Soria;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;446
Soria;Madre sóla con hijos convivientes;Total;2.778
Tarragona;Total;0 hijos conviviendo;83.315
Tarragona;Total;1 hijo conviviendo;87.870
Tarragona;Total;2 o más hijos conviviendo;71.193
Tarragona;Total;0 hijos conviviendo menores de 25 años;118.767
Tarragona;Total;1 hijo conviviendo menor de 25 años;65.037
Tarragona;Total;2 hijos o más conviviendo menores de 25 años;58.573
Tarragona;Total;Total;242.377
Tarragona;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;69.415
Tarragona;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;45.836
Tarragona;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;51.357
Tarragona;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;86.838
Tarragona;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;37.322
Tarragona;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;42.448
Tarragona;Pareja casada, con o sin hijos convivientes;Total;166.608
Tarragona;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;13.900
Tarragona;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;12.387
Tarragona;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;7.098
Tarragona;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;14.123
Tarragona;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;12.827
Tarragona;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;6.434
Tarragona;Pareja no casada, con o sin hijos convivientes;Total;33.385
Tarragona;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Tarragona;Padre sólo con hijos convivientes;1 hijo conviviendo;7.607
Tarragona;Padre sólo con hijos convivientes;2 o más hijos conviviendo;2.955
Tarragona;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;3.948
Tarragona;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;4.446
Tarragona;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;2.168
Tarragona;Padre sólo con hijos convivientes;Total;10.562
Tarragona;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Tarragona;Madre sóla con hijos convivientes;1 hijo conviviendo;22.039
Tarragona;Madre sóla con hijos convivientes;2 o más hijos conviviendo;9.783
Tarragona;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;13.858
Tarragona;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;10.442
Tarragona;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;7.523
Tarragona;Madre sóla con hijos convivientes;Total;31.822
Teruel;Total;0 hijos conviviendo;12.932
Teruel;Total;1 hijo conviviendo;13.487
Teruel;Total;2 o más hijos conviviendo;11.569
Teruel;Total;0 hijos conviviendo menores de 25 años;20.410
Teruel;Total;1 hijo conviviendo menor de 25 años;8.202
Teruel;Total;2 hijos o más conviviendo menores de 25 años;9.376
Teruel;Total;Total;37.988
Teruel;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;11.725
Teruel;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;8.276
Teruel;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;9.256
Teruel;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;16.191
Teruel;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;5.633
Teruel;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;7.433
Teruel;Pareja casada, con o sin hijos convivientes;Total;29.257
Teruel;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;1.207
Teruel;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;759
Teruel;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;1.120
Teruel;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;1.252
Teruel;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;714
Teruel;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.120
Teruel;Pareja no casada, con o sin hijos convivientes;Total;3.086
Teruel;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Teruel;Padre sólo con hijos convivientes;1 hijo conviviendo;915
Teruel;Padre sólo con hijos convivientes;2 o más hijos conviviendo;327
Teruel;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;560
Teruel;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;388
Teruel;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;293
Teruel;Padre sólo con hijos convivientes;Total;1.242
Teruel;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Teruel;Madre sóla con hijos convivientes;1 hijo conviviendo;3.537
Teruel;Madre sóla con hijos convivientes;2 o más hijos conviviendo;866
Teruel;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;2.406
Teruel;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;1.466
Teruel;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;530
Teruel;Madre sóla con hijos convivientes;Total;4.403
Toledo;Total;0 hijos conviviendo;62.422
Toledo;Total;1 hijo conviviendo;69.445
Toledo;Total;2 o más hijos conviviendo;70.068
Toledo;Total;0 hijos conviviendo menores de 25 años;97.265
Toledo;Total;1 hijo conviviendo menor de 25 años;47.062
Toledo;Total;2 hijos o más conviviendo menores de 25 años;57.609
Toledo;Total;Total;201.935
Toledo;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;50.351
Toledo;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;40.283
Toledo;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;56.173
Toledo;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;71.776
Toledo;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;27.843
Toledo;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;47.188
Toledo;Pareja casada, con o sin hijos convivientes;Total;146.807
Toledo;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;12.071
Toledo;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;8.771
Toledo;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;5.839
Toledo;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;12.700
Toledo;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;8.142
Toledo;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;5.839
Toledo;Pareja no casada, con o sin hijos convivientes;Total;26.681
Toledo;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Toledo;Padre sólo con hijos convivientes;1 hijo conviviendo;4.803
Toledo;Padre sólo con hijos convivientes;2 o más hijos conviviendo;1.105
Toledo;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;2.154
Toledo;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;3.213
Toledo;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;541
Toledo;Padre sólo con hijos convivientes;Total;5.908
Toledo;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Toledo;Madre sóla con hijos convivientes;1 hijo conviviendo;15.588
Toledo;Madre sóla con hijos convivientes;2 o más hijos conviviendo;6.952
Toledo;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;10.635
Toledo;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;7.864
Toledo;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;4.041
Toledo;Madre sóla con hijos convivientes;Total;22.540
Valencia/València;Total;0 hijos conviviendo;225.441
Valencia/València;Total;1 hijo conviviendo;277.460
Valencia/València;Total;2 o más hijos conviviendo;245.791
Valencia/València;Total;0 hijos conviviendo menores de 25 años;362.962
Valencia/València;Total;1 hijo conviviendo menor de 25 años;192.301
Valencia/València;Total;2 hijos o más conviviendo menores de 25 años;193.428
Valencia/València;Total;Total;748.692
Valencia/València;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;185.367
Valencia/València;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;155.349
Valencia/València;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;189.701
Valencia/València;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;260.199
Valencia/València;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;116.857
Valencia/València;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;153.361
Valencia/València;Pareja casada, con o sin hijos convivientes;Total;530.417
Valencia/València;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;40.074
Valencia/València;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;25.291
Valencia/València;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;16.916
Valencia/València;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;41.098
Valencia/València;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;25.185
Valencia/València;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;15.998
Valencia/València;Pareja no casada, con o sin hijos convivientes;Total;82.281
Valencia/València;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Valencia/València;Padre sólo con hijos convivientes;1 hijo conviviendo;22.000
Valencia/València;Padre sólo con hijos convivientes;2 o más hijos conviviendo;7.882
Valencia/València;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;12.011
Valencia/València;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;13.766
Valencia/València;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;4.105
Valencia/València;Padre sólo con hijos convivientes;Total;29.882
Valencia/València;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Valencia/València;Madre sóla con hijos convivientes;1 hijo conviviendo;74.820
Valencia/València;Madre sóla con hijos convivientes;2 o más hijos conviviendo;31.292
Valencia/València;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;49.654
Valencia/València;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;36.493
Valencia/València;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;19.965
Valencia/València;Madre sóla con hijos convivientes;Total;106.112
Valladolid;Total;0 hijos conviviendo;55.975
Valladolid;Total;1 hijo conviviendo;52.840
Valladolid;Total;2 o más hijos conviviendo;43.066
Valladolid;Total;0 hijos conviviendo menores de 25 años;81.981
Valladolid;Total;1 hijo conviviendo menor de 25 años;37.573
Valladolid;Total;2 hijos o más conviviendo menores de 25 años;32.327
Valladolid;Total;Total;151.881
Valladolid;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;46.831
Valladolid;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;29.580
Valladolid;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;31.911
Valladolid;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;60.104
Valladolid;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;24.096
Valladolid;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;24.123
Valladolid;Pareja casada, con o sin hijos convivientes;Total;108.323
Valladolid;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;9.144
Valladolid;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;6.652
Valladolid;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;4.074
Valladolid;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;9.280
Valladolid;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;6.516
Valladolid;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;4.074
Valladolid;Pareja no casada, con o sin hijos convivientes;Total;19.869
Valladolid;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Valladolid;Padre sólo con hijos convivientes;1 hijo conviviendo;3.731
Valladolid;Padre sólo con hijos convivientes;2 o más hijos conviviendo;1.090
Valladolid;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;2.891
Valladolid;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;1.135
Valladolid;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;796
Valladolid;Padre sólo con hijos convivientes;Total;4.821
Valladolid;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Valladolid;Madre sóla con hijos convivientes;1 hijo conviviendo;12.877
Valladolid;Madre sóla con hijos convivientes;2 o más hijos conviviendo;5.991
Valladolid;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;9.707
Valladolid;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;5.826
Valladolid;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;3.334
Valladolid;Madre sóla con hijos convivientes;Total;18.868
Zamora;Total;0 hijos conviviendo;19.027
Zamora;Total;1 hijo conviviendo;18.817
Zamora;Total;2 o más hijos conviviendo;11.369
Zamora;Total;0 hijos conviviendo menores de 25 años;30.671
Zamora;Total;1 hijo conviviendo menor de 25 años;10.388
Zamora;Total;2 hijos o más conviviendo menores de 25 años;8.154
Zamora;Total;Total;49.214
Zamora;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;16.874
Zamora;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;10.956
Zamora;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;8.868
Zamora;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;23.787
Zamora;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;6.529
Zamora;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;6.383
Zamora;Pareja casada, con o sin hijos convivientes;Total;36.699
Zamora;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;2.153
Zamora;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;1.483
Zamora;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;676
Zamora;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;2.191
Zamora;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;1.483
Zamora;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;638
Zamora;Pareja no casada, con o sin hijos convivientes;Total;4.312
Zamora;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Zamora;Padre sólo con hijos convivientes;1 hijo conviviendo;1.629
Zamora;Padre sólo con hijos convivientes;2 o más hijos conviviendo;367
Zamora;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;1.236
Zamora;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;573
Zamora;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;187
Zamora;Padre sólo con hijos convivientes;Total;1.996
Zamora;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Zamora;Madre sóla con hijos convivientes;1 hijo conviviendo;4.748
Zamora;Madre sóla con hijos convivientes;2 o más hijos conviviendo;1.458
Zamora;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;3.456
Zamora;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;1.803
Zamora;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;946
Zamora;Madre sóla con hijos convivientes;Total;6.206
Zaragoza;Total;0 hijos conviviendo;93.965
Zaragoza;Total;1 hijo conviviendo;98.836
Zaragoza;Total;2 o más hijos conviviendo;82.983
Zaragoza;Total;0 hijos conviviendo menores de 25 años;140.089
Zaragoza;Total;1 hijo conviviendo menor de 25 años;68.073
Zaragoza;Total;2 hijos o más conviviendo menores de 25 años;67.622
Zaragoza;Total;Total;275.784
Zaragoza;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;73.547
Zaragoza;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;57.614
Zaragoza;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;63.713
Zaragoza;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;100.520
Zaragoza;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;42.297
Zaragoza;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;52.058
Zaragoza;Pareja casada, con o sin hijos convivientes;Total;194.874
Zaragoza;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;20.418
Zaragoza;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;8.495
Zaragoza;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;6.617
Zaragoza;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;20.714
Zaragoza;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;8.199
Zaragoza;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;6.617
Zaragoza;Pareja no casada, con o sin hijos convivientes;Total;35.530
Zaragoza;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Zaragoza;Padre sólo con hijos convivientes;1 hijo conviviendo;7.373
Zaragoza;Padre sólo con hijos convivientes;2 o más hijos conviviendo;1.977
Zaragoza;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;4.330
Zaragoza;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;3.593
Zaragoza;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.427
Zaragoza;Padre sólo con hijos convivientes;Total;9.350
Zaragoza;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Zaragoza;Madre sóla con hijos convivientes;1 hijo conviviendo;25.354
Zaragoza;Madre sóla con hijos convivientes;2 o más hijos conviviendo;10.676
Zaragoza;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;14.526
Zaragoza;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;13.983
Zaragoza;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;7.521
Zaragoza;Madre sóla con hijos convivientes;Total;36.030
Ceuta;Total;0 hijos conviviendo;4.300
Ceuta;Total;1 hijo conviviendo;7.426
Ceuta;Total;2 o más hijos conviviendo;10.220
Ceuta;Total;0 hijos conviviendo menores de 25 años;8.456
Ceuta;Total;1 hijo conviviendo menor de 25 años;5.428
Ceuta;Total;2 hijos o más conviviendo menores de 25 años;8.062
Ceuta;Total;Total;21.946
Ceuta;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;3.561
Ceuta;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;3.697
Ceuta;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;7.406
Ceuta;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;5.740
Ceuta;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;2.925
Ceuta;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;5.998
Ceuta;Pareja casada, con o sin hijos convivientes;Total;14.664
Ceuta;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;739
Ceuta;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;681
Ceuta;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;560
Ceuta;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;832
Ceuta;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;646
Ceuta;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;502
Ceuta;Pareja no casada, con o sin hijos convivientes;Total;1.980
Ceuta;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Ceuta;Padre sólo con hijos convivientes;1 hijo conviviendo;562
Ceuta;Padre sólo con hijos convivientes;2 o más hijos conviviendo;427
Ceuta;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;366
Ceuta;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;360
Ceuta;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;264
Ceuta;Padre sólo con hijos convivientes;Total;989
Ceuta;Madre sóla con hijos convivientes;0 hijos conviviendo;0
Ceuta;Madre sóla con hijos convivientes;1 hijo conviviendo;2.486
Ceuta;Madre sóla con hijos convivientes;2 o más hijos conviviendo;1.827
Ceuta;Madre sóla con hijos convivientes;0 hijos conviviendo menores de 25 años;1.517
Ceuta;Madre sóla con hijos convivientes;1 hijo conviviendo menor de 25 años;1.497
Ceuta;Madre sóla con hijos convivientes;2 hijos o más conviviendo menores de 25 años;1.298
Ceuta;Madre sóla con hijos convivientes;Total;4.313
Melilla;Total;0 hijos conviviendo;3.975
Melilla;Total;1 hijo conviviendo;5.766
Melilla;Total;2 o más hijos conviviendo;10.909
Melilla;Total;0 hijos conviviendo menores de 25 años;6.828
Melilla;Total;1 hijo conviviendo menor de 25 años;4.673
Melilla;Total;2 hijos o más conviviendo menores de 25 años;9.148
Melilla;Total;Total;20.650
Melilla;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo;3.341
Melilla;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo;2.638
Melilla;Pareja casada, con o sin hijos convivientes;2 o más hijos conviviendo;8.274
Melilla;Pareja casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;4.870
Melilla;Pareja casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;2.393
Melilla;Pareja casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;6.991
Melilla;Pareja casada, con o sin hijos convivientes;Total;14.254
Melilla;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo;634
Melilla;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo;523
Melilla;Pareja no casada, con o sin hijos convivientes;2 o más hijos conviviendo;731
Melilla;Pareja no casada, con o sin hijos convivientes;0 hijos conviviendo menores de 25 años;694
Melilla;Pareja no casada, con o sin hijos convivientes;1 hijo conviviendo menor de 25 años;497
Melilla;Pareja no casada, con o sin hijos convivientes;2 hijos o más conviviendo menores de 25 años;696
Melilla;Pareja no casada, con o sin hijos convivientes;Total;1.888
Melilla;Padre sólo con hijos convivientes;0 hijos conviviendo;0
Melilla;Padre sólo con hijos convivientes;1 hijo conviviendo;584
Melilla;Padre sólo con hijos convivientes;2 o más hijos conviviendo;388
Melilla;Padre sólo con hijos convivientes;0 hijos conviviendo menores de 25 años;193
Melilla;Padre sólo con hijos convivientes;1 hijo conviviendo menor de 25 años;438
Melilla;Padre sólo con hijos convivientes;2 hijos o más conviviendo menores de 25 años;340
Melilla;Padre sólo con hijos convivientes;Total;972
